TYPE,PROJECT,QUAD_24K,SM_NAME,SM_TYPE,SMD_TYPE,MVMTDATE,COL_DATE,NC_CNTY,ROAD,RD_AZ,SA_ASPCT,DATA_SRC,EL_HEAD,EL_APEX,EL_TOE,SLP_CNFG,D_MASS_L,D_MASS_W,D_MASS_T,TRKLENG,DAMAGE,MVMT_HIS,REMARKS,SOURCE1,SOURCE2,NCGSINVS,LAT,LONG,COMBTYPE
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_137,Debris Flow,,08/10-17/1940,,Watauga,,0,110,NCGS,2085,0,1735,Unmodified,0,45,0,1415,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20015,-81.53912,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_138,Debris Flow,,08/10-17/1940,,Watauga,,0,75,NCGS,2140,0,1945,Unmodified,0,130,0,480,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19951,-81.5395,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_139,Debris Flow,,08/10-17/1940,,Watauga,,0,35,NCGS,2055,0,1960,Unmodified,0,30,0,180,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19917,-81.53859,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_140,Debris Flow,,08/10-17/1940,,Watauga,,0,170,NCGS,2000,0,1935,Unmodified,0,50,0,115,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.2005,-81.5379,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_141,Debris Flow,,08/10-17/1940,,Watauga,,0,180,NCGS,1900,0,1800,Unmodified,0,40,0,135,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19784,-81.53736,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_142,Debris Flow,,08/10-17/1940,,Watauga,,0,180,NCGS,1970,0,1760,Unmodified,0,35,0,330,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.1981,-81.53791,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_143,Debris Flow,,08/10-17/1940,,Watauga,,0,185,NCGS,1860,0,1795,Unmodified,0,25,0,115,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19756,-81.54002,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_144,Debris Flow,,08/10-17/1940,,Watauga,,0,130,NCGS,1920,0,1815,Unmodified,0,50,0,215,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.1953,-81.53815,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_145,Debris Flow,,08/10-17/1940,,Watauga,,0,90,NCGS,1945,0,1810,Unmodified,0,40,0,230,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19565,-81.53789,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_146,Debris Flow,,08/10-17/1940,,Watauga,,0,130,NCGS,1860,0,1770,Unmodified,0,25,0,135,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.1959,-81.53719,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_147,Debris Flow,,08/10-17/1940,,Watauga,,0,127,NCGS,1845,0,1740,Unmodified,0,35,0,145,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19607,-81.53693,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_148,Debris Flow,,08/10-17/1940,,Watauga,,0,69,NCGS,1930,0,1705,Unmodified,0,50,0,445,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19396,-81.53537,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_149,Debris Flow,,08/10-17/1940,,Watauga,,0,180,NCGS,2100,0,1910,Unmodified,0,30,0,350,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19793,-81.53007,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_150,Debris Flow,,08/10-17/1940,,Watauga,,0,138,NCGS,1895,0,1790,Unmodified,0,30,0,170,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19639,-81.53196,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_151,Debris Flow,,08/10-17/1940,,Watauga,,0,122,NCGS,1905,0,1775,Unmodified,0,30,0,185,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19595,-81.5324,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_152,Debris Flow,,08/10-17/1940,,Watauga,,0,131,NCGS,1895,0,1790,Unmodified,0,30,0,170,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19629,-81.53209,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_153,Debris Flow,,08/10-17/1940,,Watauga,,0,193,NCGS,2040,0,1675,Unmodified,0,65,0,1385,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19697,-81.52908,Debris Flow
Deposit,Blue Ridge Parkway,CRAGGY PINNACLE,CPR-55,,block field,Unknown,1/13/2005,Buncombe,Blue Ridge Parkway,127,215,NCGS,0,4120,4000,Unmodified,400,300,0,0,,,,,,"RW, RL",35.67522,-82.43826,block field
Deposit,Blue Ridge Parkway,CRAGGY PINNACLE,CPR-57,,block stream/field,Unknown,1/13/2005,Buncombe,Blue Ridge Parkway,105,175,NCGS,0,4320,3900,Unmodified,900,300,0,0,,,,,,"RW, RL",35.67617,-82.44003,block stream/field
Deposit,Blue Ridge Parkway,CRAGGY PINNACLE,CPRR-5,,block stream/field,Unknown,1/13/2005,Buncombe,Blue Ridge Parkway,21,107,NCGS,0,4320,3860,Unmodified,900,450,0,0,,,,,,"RW, RL",35.67478,-82.44275,block stream/field
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_154,Debris Flow,,08/10-17/1940,,Watauga,,0,234,NCGS,1750,0,1720,Unmodified,0,25,0,75,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19458,-81.53076,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_155,Debris Flow,,08/10-17/1940,,Watauga,,0,169,NCGS,2040,0,1950,Unmodified,0,35,0,155,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19268,-81.53533,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_156,Debris Flow,,08/10-17/1940,,Watauga,,0,69,NCGS,1980,0,1675,Unmodified,0,45,0,650,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19328,-81.53476,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_157,Debris Flow,,08/10-17/1940,,Watauga,,0,63,NCGS,1850,0,1690,Unmodified,0,30,0,510,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19222,-81.5328,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_158,Debris Flow,,08/10-17/1940,,Watauga,,0,121,NCGS,1870,0,1730,Unmodified,0,45,0,205,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19298,-81.53276,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_167,Debris Flow,,08/10-17/1940,,Watauga,,0,200,NCGS,1780,0,1690,Unmodified,0,35,0,230,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19329,-81.52705,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_168,Debris Flow,,08/10-17/1940,,Watauga,,0,240,NCGS,1730,0,1675,Unmodified,0,25,0,130,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19292,-81.52698,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_169,Debris Flow,,08/10-17/1940,,Watauga,,0,270,NCGS,1735,0,1670,Unmodified,0,35,0,115,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19259,-81.52684,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_170,Debris Flow,,08/10-17/1940,,Watauga,,0,38,NCGS,1780,0,1650,Unmodified,0,10,0,205,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.1923,-81.52934,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_171,Debris Flow,,08/10-17/1940,,Watauga,,0,67,NCGS,1875,0,1750,Unmodified,0,25,0,215,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19184,-81.52953,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_172,Debris Flow,,08/10-17/1940,,Watauga,,0,132,NCGS,1820,0,1650,Unmodified,0,35,0,260,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19151,-81.52867,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_173,Debris Flow,,08/10-17/1940,,Watauga,,0,123,NCGS,1775,0,1650,Unmodified,0,115,0,155,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19109,-81.52869,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_174,Debris Flow,,08/10-17/1940,,Watauga,,0,110,NCGS,1830,0,1730,Unmodified,0,45,0,205,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.1886,-81.5299,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_175,Debris Flow,,08/10-17/1940,,Watauga,,0,80,NCGS,1860,0,1760,Unmodified,0,25,0,165,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.1891,-81.52975,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_176,Debris Flow,,08/10-17/1940,,Watauga,,0,127,NCGS,1890,0,1685,Unmodified,0,20,0,290,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19113,-81.52935,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_177,Debris Flow,,08/10-17/1940,,Watauga,,0,115,NCGS,1890,0,1635,Unmodified,0,55,0,550,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19011,-81.53036,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_178,Debris Flow,,08/10-17/1940,,Watauga,,0,90,NCGS,1930,0,1710,Unmodified,0,45,0,365,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19067,-81.52998,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_179,Debris Flow,,08/10-17/1940,,Watauga,,0,147,NCGS,1905,0,1805,Unmodified,0,30,0,140,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19037,-81.53023,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_180,Debris Flow,,08/10-17/1940,,Watauga,,0,135,NCGS,1880,0,1750,Unmodified,0,25,0,170,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19103,-81.52946,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_181,Debris Flow,,08/10-17/1940,,Watauga,,0,71,NCGS,1890,0,1780,Unmodified,0,30,0,155,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.1898,-81.53034,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_182,Debris Flow,,08/10-17/1940,,Watauga,,0,125,NCGS,1875,0,1780,Unmodified,0,20,0,100,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19084,-81.5296,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_183,Debris Flow,,08/10-17/1940,,Watauga,,0,129,NCGS,1905,0,1860,Unmodified,0,15,0,50,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19081,-81.52982,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_184,Debris Flow,,08/10-17/1940,,Watauga,,0,55,NCGS,1785,0,1760,Unmodified,0,30,0,80,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19046,-81.52943,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_185,Debris Flow,,08/10-17/1940,,Watauga,,0,201,NCGS,2085,0,1645,Unmodified,0,75,0,1415,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19253,-81.5239,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_186,Debris Flow,,08/10-17/1940,,Watauga,,0,180,NCGS,2075,0,1965,Unmodified,0,40,0,200,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19065,-81.52337,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_187,Debris Flow,,08/10-17/1940,,Watauga,,0,175,NCGS,2110,0,2045,Unmodified,0,40,0,135,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19101,-81.523,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_190,Debris Flow,,08/10-17/1940,,Watauga,,0,185,NCGS,1985,0,1925,Unmodified,0,15,0,140,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20055,-81.53761,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_191,Debris Flow,,08/10-17/1940,,Watauga,Elk Creek Road,85,95,NCGS,1910,0,1825,Road Unspecified,0,85,0,615,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.1999,-81.54525,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_192,Debris Flow,,08/10-17/1940,,Watauga,,0,184,NCGS,1960,0,1805,Unmodified,0,25,0,1115,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20032,-81.54295,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_193,Debris Flow,,08/10-17/1940,,Watauga,,0,233,NCGS,1920,0,1795,Unmodified,0,50,0,330,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19889,-81.54226,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_194,Debris Flow,,08/10-17/1940,,Watauga,,0,236,NCGS,1915,0,1830,Unmodified,0,20,0,230,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19904,-81.54245,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_195,Debris Flow,,08/10-17/1940,,Watauga,,0,111,NCGS,1960,0,1855,Unmodified,0,25,0,310,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.1979,-81.54638,Debris Flow
Process,Landslide Hazard Mapping,SYLVA SOUTH,Jackson Cty Airport Southwest,Debris Slide,,1977,1/10/2006,Jackson,,0,240,NCGS,2844,0,2480,Embankment - Not Road Related,815,455,50,0,Removed part of airport runway,Failure began during shortly after construction was completed in 1977; by 1994 it began to affect runway; movement continues,Original ground surface before fill was concave; storm water drain pipe borken and possibly still draining into slope movement; instrumentation (inclinometer and piezometer) on slope; date of installation and whether operational unknown.,"Talbert & Bright, Inc., 2004, Jackson County Airport: airport master plan update, prepared for the Jackson County Airport Authority, in assoc. with the N.C. Dept. of Transportation, Division of Aviation.",,"RL, SF, TD",35.31309,-83.20573,Debris Slide
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_196,Debris Flow,,08/10-17/1940,,Watauga,,0,135,NCGS,1940,0,1905,Unmodified,0,30,0,85,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.198,-81.54618,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_197,Debris Flow,,08/10-17/1940,,Watauga,,0,155,NCGS,1940,0,1890,Unmodified,0,20,0,85,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.198,-81.54556,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_198,Debris Flow,,08/10-17/1940,,Watauga,,0,124,NCGS,1965,0,1895,Unmodified,0,20,0,135,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19967,-81.54563,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_199,Debris Flow,,08/10-17/1940,,Watauga,,0,85,NCGS,1875,0,1820,Unmodified,0,30,0,155,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19708,-81.54525,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_200,Debris Flow,,08/10-17/1940,,Watauga,,0,181,NCGS,1870,0,1840,Unmodified,0,30,0,145,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19622,-81.54642,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_201,Debris Flow,,08/10-17/1940,,Watauga,,0,230,NCGS,1880,0,1860,Unmodified,0,25,0,115,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19629,-81.5462,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_202,Debris Flow,,08/10-17/1940,,Watauga,,0,150,NCGS,2010,0,1890,Unmodified,0,50,0,535,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.1938,-81.55051,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_203,Debris Flow,,08/10-17/1940,,Watauga,,0,149,NCGS,2035,0,1990,Unmodified,0,25,0,80,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19405,-81.55021,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_204,Debris Flow,,08/10-17/1940,,Watauga,,0,77,NCGS,2100,0,1855,Unmodified,0,60,0,1225,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19055,-81.54447,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_205,Debris Flow,,08/10-17/1940,,Watauga,,0,45,NCGS,2010,0,1900,Unmodified,0,50,0,365,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19122,-81.54308,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_206,Debris Flow,,08/10-17/1940,,Watauga,,0,115,NCGS,2400,0,2330,Unmodified,0,40,0,245,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19783,-81.52521,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_207,Debris Flow,,08/10-17/1940,,Watauga,,0,163,NCGS,2555,0,2345,Unmodified,0,90,0,765,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20085,-81.5244,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_208,Debris Flow,,08/10-17/1940,,Watauga,,0,224,NCGS,2500,0,2415,Unmodified,0,40,0,175,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.20006,-81.52326,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_209,Debris Flow,,08/10-17/1940,,Watauga,,0,168,NCGS,2390,0,2260,Unmodified,0,50,0,730,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19773,-81.52036,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_210,Debris Flow,,08/10-17/1940,,Watauga,,0,95,NCGS,2600,0,2440,Unmodified,0,30,0,1155,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19922,-81.51526,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_211,Debris Flow,,08/10-17/1940,,Watauga,,0,195,NCGS,2470,0,2385,Unmodified,0,25,0,315,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19986,-81.52276,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_212,Debris Flow,,08/10-17/1940,,Watauga,,0,95,NCGS,2480,0,2385,Unmodified,0,65,0,255,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19875,-81.5256,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_213,Debris Flow,,08/10-17/1940,,Watauga,,0,165,NCGS,2045,0,1570,Unmodified,0,125,0,3375,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19404,-81.52089,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_214,Debris Flow,,08/10-17/1940,,Watauga,,0,122,NCGS,2100,0,1935,Unmodified,0,35,0,270,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19381,-81.52146,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_215,Debris Flow,,08/10-17/1940,,Watauga,,0,111,NCGS,2050,0,1810,Unmodified,0,65,0,425,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19185,-81.52157,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_216,Debris Flow,,08/10-17/1940,,Watauga,,0,85,NCGS,2120,0,1940,Unmodified,0,35,0,370,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19304,-81.52208,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_217,Debris Flow,,08/10-17/1940,,Watauga,,0,86,NCGS,1980,0,1870,Unmodified,0,30,0,170,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19265,-81.52103,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_218,Debris Flow,,08/10-17/1940,,Watauga,,0,85,NCGS,2040,0,1815,Unmodified,0,65,0,410,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19096,-81.52134,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_219,Debris Flow,,08/10-17/1940,,Watauga,,0,95,NCGS,2010,0,1850,Unmodified,0,35,0,215,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19241,-81.52109,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_220,Debris Flow,,08/10-17/1940,,Watauga,,0,75,NCGS,1900,0,1765,Unmodified,0,55,0,320,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19074,-81.52066,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_221,Debris Flow,,08/10-17/1940,,Watauga,,0,270,NCGS,1885,0,1670,Unmodified,0,70,0,930,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.18983,-81.51481,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_222,Debris Flow,,08/10-17/1940,,Watauga,,0,110,NCGS,1850,0,1685,Unmodified,0,40,0,410,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.18987,-81.52033,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_223,Debris Flow,,08/10-17/1940,,Watauga,,0,155,NCGS,1990,0,1750,Unmodified,0,25,0,955,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19285,-81.51834,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_224,Debris Flow,,08/10-17/1940,,Watauga,,0,97,NCGS,1980,0,1890,Unmodified,0,45,0,130,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19217,-81.51829,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_225,Debris Flow,,08/10-17/1940,,Watauga,,0,116,NCGS,1890,0,1800,Unmodified,0,25,0,155,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.1909,-81.51781,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_226,Debris Flow,,08/10-17/1940,,Watauga,,0,90,NCGS,1955,0,1855,Unmodified,0,30,0,185,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19181,-81.51827,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_227,Debris Flow,,08/10-17/1940,,Watauga,,0,138,NCGS,1870,0,1665,Unmodified,0,40,0,460,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.18893,-81.51963,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_228,Debris Flow,,08/10-17/1940,,Watauga,,0,250,NCGS,1810,0,1690,Unmodified,0,105,0,715,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19109,-81.51585,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_229,Debris Flow,,08/10-17/1940,,Watauga,,0,165,NCGS,1785,0,1700,Unmodified,0,185,0,120,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.18931,-81.51891,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_230,Debris Flow,,08/10-17/1940,,Watauga,,0,80,NCGS,1895,0,1605,Unmodified,0,40,0,560,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.18743,-81.52053,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_231,Debris Flow,,08/10-17/1940,,Watauga,,0,197,NCGS,1855,0,1620,Unmodified,0,40,0,430,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.18774,-81.52292,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_232,Debris Flow,,08/10-17/1940,,Watauga,,0,180,NCGS,1905,0,1660,Unmodified,0,55,0,535,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.1887,-81.52421,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_233,Debris Flow,,08/10-17/1940,,Watauga,,0,85,NCGS,1665,0,1605,Unmodified,0,15,0,115,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.18699,-81.51931,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_234,Debris Flow,,08/10-17/1940,,Watauga,,0,187,NCGS,1840,0,1630,Unmodified,0,30,0,365,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.18769,-81.52279,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_235,Debris Flow,,08/10-17/1940,,Watauga,,0,155,NCGS,1820,0,1765,Unmodified,0,20,0,70,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.19017,-81.52982,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_236,Debris Flow,,08/10-17/1940,,Watauga,,0,84,NCGS,1800,0,1750,Unmodified,0,20,0,115,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.18979,-81.5299,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_237,Debris Flow,,08/10-17/1940,,Watauga,,0,85,NCGS,1780,0,1650,Unmodified,0,35,0,320,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.18515,-81.52692,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B071_238,Debris Flow,,08/10-17/1940,,Watauga,,0,143,NCGS,1900,0,1790,Unmodified,0,35,0,135,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.18634,-81.52983,Debris Flow
